@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X5',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,76,75,0.25,0.75,4,1,2,4,2.667,2,4,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,4,1.5,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0,0.75,0.03903,1.333,0,0.5,0.2041,0.75,0.25,0,0.6662,0.5204,0.4286,1.75,3.5
'X5',0.5,0.5,0.5,0.5,2,9,3,3,3,5,71,71,0.75,0.25,11,2,1,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,96,120,1.25,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,2,0,0.2812,0.1573,0.5,0.125,0,0.2078,0.07217,0.4706,1.625,2.125
'X5',0.5714,0.5714,0.25,0.25,4,11,4,4,4,9,71,71,0.8571,0.1429,11,2,1,0,2.167,3,4,0.5,0.6667,0.8333,0.5,0,0,0.3333,0.1667,0,0,0,0,0,0,0,0.2857,0.6667,3,9,1,60,120,2,0.2143,0.2143,1,0.4286,4,8,8,0,0.25,0.0303,1.75,0,0.4464,0.2963,1,0.125,0,0.437,0.3236,0.2424,3.625,4.125
'X5',0.3333,0.3333,1,1,4,4,4,4,4,9,74,74,0.1667,0.8333,2,3,2,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,2,1,120,80,1.5,0.8,0.2,4,1,2,2,1,0,1,0.06489,3,0,0.375,0.3062,1,0.25,0,0.2495,0,0.5,1.5,2
'X5',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,3,1.8,2,3,0.6,0.6667,1,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0.3333,1.5,3,2,120,80,1.5,0.2727,0.1818,1.5,0.4545,2,8,8,0,0.25,0.0307,3,0,0.3125,0.1046,0.5,0.25,0,0.3245,0.1118,0.3478,2.375,2.875
'X5',0.25,0.25,1,1,2,3,4,4,4,10,69,73,0.5,0.5,4,3,1,2,3.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,80,40,2,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,2,0,0.4375,0.2394,0.75,0.25,0,0.4995,0.25,0.3636,2.25,2.75
'X5',0.3333,0.3333,1,1,3,5,4,4,3,12,71,72,0.5,0.5,2,2,1,3,6.6,4,4,0.4,0.5,0.8,0,0,0,0.4,0,0,0.2,0.2,0,0.2,0,0,0,0.4,1.25,7.5,4,80,120,1.5,0.2727,0.2727,1,0.5455,4,5,5,0,0.4,0.03682,2,0,0.4167,0.1291,0.5,0.25,0,0.3995,0.1369,0.2857,3,3.5
'X5',0.3,0.3,0.6667,0.6667,4,5,6,6,6,9,65,68,0.9,0.1,5,6,2,0,2.556,6,4,0.3333,0.6667,0.6667,0.3333,0.1111,0.2222,0.2222,0.1111,0,0.1111,0,0,0,0,0,0,0.3333,2,7,2.5,40,48,1.2,0.3333,0.2667,1.25,0.6,4,5,4,0,0.75,0.03859,1.667,0.7071,0.5,0.4082,1.25,0.25,0,0.5273,0.4229,0.1667,5.5,6
'X5',0.4286,0.4286,0.6667,0.6667,5,5,4,4,4,10,79,75,0.2857,0.7143,7,4,1,0,3.833,4,5,0.3333,1,0.6667,0.3333,0,0,0.1667,0.3333,0,0,0,0.1667,0,0,0,0,0.5,1.333,6,1.667,120,60,2,0.3571,0.2143,1.667,0.5714,5,5,5,0,0.6,0.03779,1.75,0,0.4643,0.09449,0.5,0.25,0,0.4578,0.1021,0.2353,3.75,4.25
'X5',0.4,0.4,0.5,0.5,5,7,4,4,4,5,72,70,1,0,0,2,3,0,2,4,1,0.25,1,0.25,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0.3333,1.5,3.5,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.25,0.25,1,1,2,7,4,4,4,10,69,72,0.75,0.25,0,2,2,1,3.333,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,160,96,1.667,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0.1021,0.375,0.125,0,0.2078,0.07217,0.5,1.5,2
'X5',0.5,0.5,0.5,0.5,3,7,3,3,3,8,69,69,0.75,0.25,9,2,2,0,2.667,3,3,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,1,40,48,1.2,0.25,0.25,1,0.5,4,4,4,0,0.5,0.03903,1.333,0,0.5,0.3536,1,0.25,0,0.4995,0.433,0.3333,2.5,3
'X5',0.3333,0.3333,1,1,3,5,3,3,3,8,59,62,1,0,2,2,1,3,5.5,2,5,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,2,8,0,40,48,1.2,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.5833,0.5774,1.25,0.25,0,0.7495,0.7071,0.3636,2.25,2.75
'X5',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,3,3,1,0.3333,1,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,1,0,0.6667,3,4,0,96,120,1.25,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,4,0,0.2188,0.0625,0.25,0.125,0,0.2078,0.07217,0.5333,1.375,1.875
'X5',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,8,72,73,0.5714,0.4286,0,3,3,2,3.333,5,2,0.3333,0.5,0.3333,0.1667,0.1667,0.5,0,0,0,0.1667,0.1667,0,0,0,0,0,0.6,1.667,5.667,3.333,48,44,1.091,0.2308,0.1538,1.5,0.3846,4,8,8,0,0.125,0.02976,1.75,0,0.4464,0.3809,1.25,0.125,0,0.4787,0.4063,0.2424,3.625,4.125
'X5',0.6667,0.6667,0.25,0.25,1,1,3,3,3,3,67,67,1,0,7,1,3,1,1.2,3,1,0.4,1,0.2,0.2,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0.5,2,2.5,1.667,120,48,2.5,0.3636,0.2727,1.333,0.6364,4,4,4,0,0.5,0.04081,2,0,0.4167,0.1291,0.5,0.25,0,0.4495,0.1118,0.2857,3,3.5
'X5',0.2857,0.2857,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,3,2.167,5,3,0.3333,0.5,0.6667,0.1667,0.1667,0.3333,0.5,0,0,0,0,0,0,0,2,0,0.6,1.667,3.333,2.667,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0,0.5,0.03859,3.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.3636,2.25,2.75
'X5',0.5,0.5,0.3333,0.3333,5,7,4,4,4,11,67,70,0.6667,0.3333,7,3,2,0,4.4,5,2,0.2,1,0.6,0.2,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0,0,0.25,4,11,2.5,44,54,1.227,0.2,0.2,1,0.4,2,8,8,0,0.125,0.02892,3,0,0.3125,0.2201,0.75,0.125,0,0.3245,0.2437,0.3478,2.375,2.875
'X5',0.4,0.4,1,1,3,9,3,3,3,5,71,73,0.4,0.6,2,2,2,3,3.25,3,1,0.5,0.5,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.5,1.333,3.333,2.5,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,3,4,2,2,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,3,0,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625
'X5',0.4,0.4,0.5,0.5,5,5,4,4,4,5,71,68,1,0,11,2,3,4,3.25,3,2,0.5,0.5,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,0.5,0,0.25,2,4,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.4,0.1369,0.5,0.25,0,0.437,0.125,0.3333,2.5,3
'X5',0.5,0.5,0.5,0.5,3,3,3,3,3,5,69,68,1,0,9,2,1,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,3.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.3333,1.5,2.5,0,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.375,0.25,0.75,0.25,0,0.4162,0.2887,0.4,2,2.5
'X5',0.25,0.25,1,1,7,2,4,4,4,10,62,68,1,0,0,2,2,1,3.667,3,2,0.3333,1,0.6667,0,0.3333,0.3333,0.3333,0,0,0.3333,0,0,0,0,0,0,0.3333,3,1,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X5',0.4,0.4,0.5,0.5,7,2,4,4,4,7,74,71,0.6,0.4,2,3,2,7,4.75,3,5,0.5,0.5,0.75,0,0,0.25,0.25,0,0,0.5,0,0,0,0,0,0,0.5,1.333,5.333,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5556,1.75,2.25
'X5',0.25,0.25,1,1,2,2,4,4,4,7,69,72,0.5,0.5,2,4,0,2,3,2,3,0.6667,0.5,0,0,0,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.3333,3,7,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X5',0.5556,0.5556,0.4,0.4,4,4,4,4,4,8,74,75,0.1111,0.8889,2,2,2,4,4,5,4,0.5,0.25,0.75,0.125,0,0,0.625,0.125,0,0,0.125,0,0,0,0.25,0,0.5714,1.167,4.833,2,120,40,3,0.3684,0.3158,1.167,0.6842,3,3,3,0,1,0.04534,1.5,0,0.6111,0.3333,1.5,0.5,0,0.6245,0.3536,0.1538,6,6.5
'X5',0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,69,1,0,9,2,2,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0,0.75,2,4,4,120,60,2,0.375,0.25,1.5,0.625,4,4,4,0,0.75,0.04146,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X5',0.2,0.2,1,1,2,4,5,5,5,10,69,73,0.6,0.4,0,3,0,7,4.25,3,6,0.5,0.5,0.5,0,0.25,0.5,0,0,0,0.5,0,0,0,0,0,0,0.75,4,7,0,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X5',0.8,0.8,0.25,0.25,3,9,2,2,2,3,74,73,0.2,0.8,2,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.2,0.5,2,3,1.333,40,69,1.725,0.3333,0.3333,1,0.6667,3,3,3,0,0.6667,0.04522,1.667,0,0.55,0.5903,1.5,0.125,0,0.6245,0.6535,0.2667,3.25,3.75
'X5',0.4,0.4,0.5,0.5,2,7,4,4,4,5,67,69,1,0,7,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,1.667,0,0.4,0.2236,0.75,0.25,0,0.312,0.125,0.3333,2.5,3
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,64,63,1,0,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X5',0.6,0.6,0.6667,0.6667,9,3,2,2,2,9,76,72,0.4,0.6,4,1,2,9,6.75,2,9,0.75,0.3333,0.25,0.25,0,0,0,0,0,0,0.75,0,0,0,0,0,0.6667,1.5,9,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.3333,0.3333,1,1,5,2,3,3,3,7,67,71,0.6667,0.3333,0,3,0,5,6,2,2,0.5,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,2,7,0,44,60,1.364,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,1.5,0,0.625,0.3307,1,0.375,0,0.687,0.4419,0.3478,2.375,2.875
'X5',0.3333,0.3333,1,1,3,5,3,3,3,8,59,62,1,0,2,2,1,3,5.5,2,5,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,2,8,0,80,40,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.5833,0.2887,0.75,0.25,0,0.7495,0,0.3636,2.25,2.75
'X5',0.5,0.5,1,1,4,4,2,2,2,4,67,69,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.625,1.5,2
'X5',0.3333,0.3333,1,1,9,2,3,3,3,10,62,68,1,0,0,1,3,1,5.5,2,9,0.5,1,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,2,1,0,120,160,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,3,0,0.25,0.125,0.375,0.125,0,0.2495,0.1768,0.5714,1.25,1.75
'X5',0.2222,0.2222,1,1,3,3,6,6,6,9,76,78,0,1,4,6,1,2,3.25,6,1,0.25,1,0.625,0.125,0,0.25,0.375,0.125,0,0.125,0,0,0,0,2,0,0.5714,2.333,6.333,3.667,60,120,2,0.2353,0.2353,1,0.4706,5,5,5,0,0.4,0.03517,2.25,0,0.3889,0.2534,1,0.25,0,0.4058,0.2652,0.2222,4,4.5
'X5',0.3333,0.5,1,0.6667,7,7,4,4,3,12,62,68,0.8333,0.1667,2,2,2,0,3.8,4,2,0.4,0.5,0.8,0.4,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.6667,3,7,1,120,48,2.5,0.3636,0.1818,2,0.5455,4,5,4,0,0.5,0.0382,2,0,0.3333,0.1291,0.5,0.25,0,0.3495,0.1369,0.3333,2.5,3
'X5',0.4,0.4,1,1,3,9,3,3,3,7,69,71,0.8,0.2,0,2,2,3,2.5,3,3,0.5,0.5,1,0.25,0,0,0.75,0,0,0,0,0,0,0,2,0,0.6667,3,3,2,48,80,1.667,0.25,0.25,1,0.5,5,5,5,0,0.2,0.03645,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X5',0.4,0.4,0.5,0.5,4,7,4,4,4,9,71,70,0.8,0.2,11,3,2,2,3.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.25,2,4.5,2,120,44,2.727,0.25,0.125,2,0.375,7,7,7,0,0.2857,0.03062,2.5,0,0.325,0.1118,0.5,0.25,0,0.3433,0.1197,0.381,2.125,2.625
'X5',0.3333,0.3333,1,1,5,5,4,4,4,7,62,65,1,0,2,3,1,0,2.8,5,2,0.2,1,0.6,0.2,0,0.2,0.4,0.2,0,0,0,0,0,0,1,0,0.5,4,7,3,120,48,2.5,0.3333,0.2222,1.5,0.5556,5,5,5,0,0.6,0.03778,1.5,0,0.5417,0.368,1.25,0.25,0,0.5995,0.3791,0.2353,3.75,4.25
'X5',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.6,0.6,0.3333,0.3333,2,2,3,3,3,5,74,75,0,1,2,2,2,0,2.5,4,2,0.25,1,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.3333,3,5,2,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,0,1,0.04891,0.7143,0.5303,1.2,0.9747,2.5,0.5,0,0.8745,0.75,0.1429,6.5,7
'X5',0.75,0.75,0.3333,0.3333,1,1,2,2,2,1,67,66,1,0,7,1,2,0,0.3333,2,1,0.6667,0.5,0.6667,0.6667,0.3333,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,160,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,4,0,0.1875,0.07217,0.25,0.125,0,0.1662,0.07217,0.5714,1.25,1.75
'X5',0.4,0.4,0.5,0.5,9,11,4,4,4,10,71,69,1,0,11,2,2,0,2.75,4,1,0.25,1,0.75,0.25,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.3333,3,1,1,47,58,1.234,0.1667,0.1667,1,0.3333,6,6,6,0,0.1667,0.03167,2.5,0,0.3083,0.2528,0.75,0.125,0,0.3224,0.2895,0.3935,2.041,2.542
'X5',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,3,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.8333,0.8333,0.2,0.2,2,2,2,2,2,2,71,70,1,0,11,1,2,0,0.4,2,2,0.8,0.25,0.8,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,120,2,0.2727,0.2727,1,0.5455,4,5,5,0,0.4,0.03682,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25
'X5',0.6667,0.6667,0.5,0.5,7,7,2,2,2,7,62,64,1,0,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X5',0.4,0.4,0.5,0.5,2,2,4,4,4,9,62,65,1,0,2,2,1,2,3.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.75,2,2,2,80,120,1.5,0.375,0.25,1.5,0.625,5,5,5,0,0.4,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,69,70,1,0,9,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.6,0.6,0.3333,0.3333,4,4,3,3,3,9,62,64,1,0,2,2,1,0,4.5,4,4,0.25,1,0.5,0.25,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0.6667,3,9,2,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,3,2,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5417,0.6166,1.25,0.125,0,0.187,0.08839,0.381,2.125,2.625
'X5',0.4,0.4,0.5,0.5,2,5,4,4,4,7,67,69,0.8,0.2,7,3,2,2,3.75,3,2,0.5,0.5,0.5,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0.5,2,4,3,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.5,0.5,0.5,0.5,3,3,3,3,3,7,67,67,1,0,7,2,1,0,2.333,3,3,0.3333,1,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,1,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',0.5,0.5,0.5,0.5,5,5,3,3,3,9,67,66,1,0,7,2,2,4,6,3,1,0.3333,1,0.3333,0,0,0,0.3333,0.3333,0,0,0.3333,0,0,0,0,0,0.6667,1.5,6.5,3,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.2857,0.2857,1,1,2,2,5,5,5,10,67,67,1,0,7,4,3,0,3.167,6,1,0.1667,1,0.5,0.1667,0.1667,0.3333,0.1667,0.1667,0,0.1667,0,0,0,0,0,0,0.2,2.5,8.5,3,120,48,2.5,0.3077,0.2308,1.333,0.5385,4,5,4,0,0.5,0.03746,1.75,0,0.4286,0.122,0.5,0.25,0,0.4162,0.1291,0.25,3.5,4
'X5',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.4,0.4,0.5,0.5,4,11,4,4,4,7,71,71,0.8,0.2,11,3,1,4,2.75,3,3,0.5,0.5,0.5,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0.25,4,7,2,120,160,1.333,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2.5,0,0.2,0.06847,0.25,0.125,0,0.187,0.07217,0.5,1.5,2
